entities,Intermediate,Negative,Positive,General Opinion
The Daemons of Chaos,0.0,1.0,0.0,Negative
The Daily Bugle,1.0,0.0,1.0,Intermediate
The Dark Descent',1.0,0.0,0.0,Intermediate
"The Dark Knight’s, Foundation, Apple TV",1.0,0.0,0.0,Intermediate
The Dark Pictures Anthology,0.0,0.0,1.0,Positive
"The Dark Pictures Anthology, House of Ashes",2.0,0.0,0.0,Intermediate
The Dark Pictures Anthology:,1.0,0.0,0.0,Intermediate
The Dark Pictures The Devil In Me,0.0,1.0,0.0,Negative
"The Dawning event, https://t.co/VYCSNc6zPS",1.0,0.0,0.0,Intermediate
The Definitive Edition,2.0,0.0,3.0,Positive
The Devil,0.0,1.0,0.0,Negative
"The Disney Classic Games Collection, Jungle Book",1.0,0.0,0.0,Intermediate
The Division Heartland,0.0,1.0,0.0,Negative
The Dread Wolf,0.0,1.0,0.0,Negative
The E3 Nintendo Direct,1.0,0.0,0.0,Intermediate
"The Education Award, Creative Assembly, Criterion
Lucid Games, Playground Games",0.0,0.0,1.0,Positive
The Elder Scrolls,1.0,0.0,2.0,Positive
"The Elder Scrolls, Hammerfell",1.0,0.0,0.0,Intermediate
"The Equal Employment Opportunity Commission, EEOC",0.0,1.0,0.0,Negative
The Eternal Cylinder,0.0,1.0,0.0,Negative
The Eternal Cylinder https://t.co/W3KMxgYXPJ,1.0,0.0,0.0,Intermediate
"The Eternal Cylinder, Ace Team, https://t.co/IPpMIJmTQD",0.0,0.0,1.0,Positive
"The Ezio Collection, Assassin, Brotherhood and Revelations",1.0,0.0,0.0,Intermediate
"The Ezio Collection, Assassin, Creed Brotherhood, Assassin's Creed Revelations, Switch",1.0,0.0,0.0,Intermediate
"The Ezio Collection, https://t.co/Axnxky6N2",1.0,0.0,0.0,Intermediate
The Fantasm Soldier,1.0,0.0,0.0,Intermediate
The Fantasm Soldier Collection,1.0,0.0,0.0,Intermediate
The Far Shore,2.0,0.0,2.0,Intermediate
The Far Shore's,0.0,1.0,0.0,Negative
The Far Shore’s,0.0,0.0,1.0,Positive
"The Final Cut, Switch",0.0,1.0,0.0,Negative
"The First Movie to Detective Pikachu, Pokémon",0.0,0.0,2.0,Positive
The First Soldier,5.0,0.0,1.0,Intermediate
"The Five Ordeals, #Steam #EarlyAccess",1.0,0.0,0.0,Intermediate
The Fnatic Streak65 LP,1.0,0.0,0.0,Intermediate
The Forza Horizon 5 PC,0.0,0.0,1.0,Positive
The French Dispatch,0.0,1.0,0.0,Negative
The GPU History Museum,1.0,0.0,0.0,Intermediate
The GTA Trilogy,1.0,0.0,0.0,Intermediate
"The GTA Trilogy, FIFA",1.0,0.0,0.0,Intermediate
The Game #Awards 2021,1.0,0.0,0.0,Intermediate
The Game Developers Choice Awards,0.0,0.0,1.0,Positive
The Games Fund,0.0,2.0,0.0,Negative
"The Gaming Collection's, eBay",1.0,0.0,0.0,Intermediate
"The Ghostface Killer, Woodsboro",0.0,1.0,0.0,Negative
"The Good Life, RPG",0.0,0.0,1.0,Positive
"The Grand Masters, Kings of Games",0.0,0.0,2.0,Positive
The Grand Theft Auto Trilogy,0.0,0.0,1.0,Positive
The Green Knight,1.0,0.0,0.0,Intermediate
"The Green Knight’s DP, Easter",1.0,0.0,0.0,Intermediate
The Gunk,1.0,0.0,0.0,Intermediate
The Gunk:,1.0,0.0,0.0,Intermediate
The Halo Infinite Xbox Series,0.0,0.0,1.0,Positive
"The Harder They Fall,",0.0,0.0,1.0,Positive
"The Indie Stone's, Project Zomboid's",0.0,0.0,1.0,Positive
The International,1.0,0.0,1.0,Intermediate
The JBL Quantum Cup - Apex Legends Finals,0.0,0.0,1.0,Positive
"The JBL Quantum Cup - Apex Legends Finals, | @JBLQuantum",0.0,0.0,1.0,Positive
"The JBL Quantum Cup - Fortnite Europe Tournament Finals, @Doigby, @Royalistiq, Keebabb, Fortnite",0.0,0.0,1.0,Positive
"The JBL Quantum Cup - Fortnite North America Tournament Finals, | @JBLQuantum, https://t.co/S0qZhrneYf",0.0,1.0,0.0,Negative
"The Khronos Group, API",1.0,0.0,0.0,Intermediate
The King of Fighters,1.0,0.0,0.0,Intermediate
The Kotaku Review,4.0,0.0,0.0,Intermediate
The Last Airbender,1.0,0.0,0.0,Intermediate
The Last Duel's,0.0,1.0,0.0,Negative
The Last Stop,0.0,0.0,1.0,Positive
"The Logitech G915, Amazon",0.0,0.0,1.0,Positive
The Magnificent Trufflepigs,0.0,0.0,1.0,Positive
"The Magnificent Trufflepigs - 
https://t.co/IpNVrKa8sU",0.0,0.0,1.0,Positive
"The Many Saints of Newark, The Sopranos, Easter",0.0,1.0,0.0,Negative
The Masquerade - Bloodlines 2,1.0,0.0,1.0,Intermediate
The Masquerade - Bloodlines 2',0.0,1.0,0.0,Negative
"The Masquerade - Bloodlines 2, sci-fi",0.0,0.0,1.0,Positive
The Masquerade - Swansong,2.0,0.0,0.0,Intermediate
The Masquerade – Bloodlines 2,0.0,1.0,0.0,Negative
The Matrix 4,1.0,0.0,0.0,Intermediate
"The Matrix Awakens Unreal Engine, Xbox Series X|S",1.0,0.0,0.0,Intermediate
The Matrix Resurrections,4.0,5.0,2.0,Negative
"The Matrix Resurrections U.S. Premiere, Trinity, TheMatrix",0.0,0.0,1.0,Positive
The Matrix Resurrections',1.0,0.0,0.0,Intermediate
"The Matrix Resurrections, HBO",0.0,0.0,1.0,Positive
"The Matrix Resurrections, The Matrix Resurrections",0.0,0.0,1.0,Positive
"The Matrix Resurrections, TheMatrix",0.0,0.0,1.0,Positive
The Molasses Flood,1.0,0.0,0.0,Intermediate
The Muppets Haunted Mansion,0.0,1.0,0.0,Negative
"The National Film Registry, https://t.co/PX5tdm2YWO",1.0,0.0,0.0,Intermediate
The Naughty Cut,0.0,0.0,1.0,Positive
The New Eurogamer Podcast,3.0,0.0,0.0,Intermediate
"The New Eurogamer Podcast, Coffee Talk",0.0,0.0,1.0,Positive
"The New Eurogamer Podcast, Meet Meghna Jayanth",1.0,0.0,0.0,Intermediate
"The New Eurogamer Podcast, 🏎",0.0,0.0,1.0,Positive
The New York Times,2.0,0.0,0.0,Intermediate
"The New York Times, AR https://t.co/VLJoZ4erjH",1.0,0.0,0.0,Intermediate
"The New York Times, Wordle",2.0,0.0,0.0,Intermediate
The Overwatch League,0.0,1.0,0.0,Negative
The PS Vita,0.0,0.0,1.0,Positive
The PS2 GTA Trilogy,0.0,1.0,0.0,Negative
"The PS2 GTA Trilogy, https://t.co/6fRajE7xKS",0.0,1.0,0.0,Negative
The Paris Hilton Roblox DJ,1.0,0.0,0.0,Intermediate
"The Penguin and Catwoman, Batman, https://t.co/MBxlUeIrfb https://t.co/CV5brUiy5b",0.0,0.0,1.0,Positive
"The PlayStation 1, PlayStation",0.0,0.0,1.0,Positive
The PlayStation 3,1.0,0.0,0.0,Intermediate
The PlayStation 4,0.0,1.0,0.0,Negative
The PlayStation 5,2.0,0.0,0.0,Intermediate
"The PlayStation Game Size, PSN, RPG, https://t.co/wSxJBezAxU",1.0,0.0,0.0,Intermediate
"The PlayStation Indies, Scarlet Nexus",0.0,0.0,1.0,Positive
The PlayStation Showcase,1.0,0.0,0.0,Intermediate
The PlayStation Store,0.0,0.0,1.0,Positive
The Pokemon Company,1.0,0.0,0.0,Intermediate
The Pokémon Company,2.0,2.0,0.0,Intermediate
"The Pokémon Company, Pokémon Legends:",1.0,0.0,0.0,Intermediate
"The Pokémon Company, Pokémon Legends: Arceus",0.0,0.0,1.0,Positive
The Power of Dog,0.0,0.0,1.0,Positive
The Power of the Dog,0.0,0.0,1.0,Positive
The Queen &amp,0.0,1.0,0.0,Negative
The Queen's Gambit,0.0,0.0,1.0,Positive
The Queer Games Bundle,0.0,0.0,1.0,Positive
"The Rally Point, Conquest Of Elysium",1.0,0.0,0.0,Intermediate
The Rocket League Championship Series,0.0,0.0,1.0,Positive
"The Rockstar Games Launcher, Grand Theft Auto",0.0,0.0,1.0,Positive
The Siege of Paris DLC,1.0,0.0,0.0,Intermediate
The Signal State,0.0,0.0,1.0,Positive
The Simpsons,0.0,1.0,0.0,Negative
The Sims 4,0.0,0.0,3.0,Positive
The Sims 4 Dream Home Decorator,0.0,0.0,1.0,Positive
The Sims 4's,3.0,1.0,2.0,Intermediate
"The Sims 4's, Cottage Living",1.0,0.0,0.0,Intermediate
"The Sims 4, Scenarios, Sims",0.0,1.0,0.0,Negative
The Sims 4’s,0.0,0.0,2.0,Positive
"The Sinking City, Xbox Live Gold",0.0,0.0,1.0,Positive
"The Sonic Macy’s, Sonic",0.0,0.0,1.0,Positive
"The Space Entertainment Enterprise, S.E.E.",0.0,0.0,1.0,Positive
"The Stanley Parable, Minecraft",0.0,0.0,1.0,Positive
"The Stanley Parable:, Ultra Deluxe",0.0,0.0,1.0,Positive
The Staples Center,1.0,0.0,0.0,Intermediate
The Star Wars Rogue Squadron,0.0,1.0,0.0,Negative
The Steam Deck,0.0,0.0,1.0,Positive
The Steam Deck's,0.0,0.0,1.0,Positive
"The Steam Deck, Proton",1.0,0.0,0.0,Intermediate
"The Steam Deck, Stardew",0.0,0.0,1.0,Positive
"The Steam Summer Sale, https://t.co/oXGmnhHmvO",1.0,0.0,0.0,Intermediate
The Suicide Squad,0.0,1.0,0.0,Negative
"The Suicide Squad, Time, HBO",0.0,1.0,0.0,Negative
"The Surface Adaptive Kit, Microsoft",1.0,0.0,0.0,Intermediate
The Switch #eShop,0.0,0.0,1.0,Positive
The Taco Lovers Pass,0.0,0.0,1.0,Positive
The Tender Bar,1.0,0.0,0.0,Intermediate
"The Thing, Bring It On",0.0,0.0,1.0,Positive
The Three,1.0,0.0,0.0,Intermediate
The Three Kingdoms,1.0,0.0,0.0,Intermediate
The Tilted Towers #Fortnite,1.0,0.0,0.0,Intermediate
The Tomb Raider Reboot Trilogy,0.0,0.0,2.0,Positive
The Tomorrow Children,0.0,0.0,1.0,Positive
"The Tomorrow Children, Q-Games, IP",1.0,0.0,0.0,Intermediate
"The Tomorrow Children, Q-Games, IP, Sony",0.0,0.0,1.0,Positive
"The Tomorrow Children, Sony",1.0,0.0,0.0,Intermediate
The Trilogy -,0.0,0.0,1.0,Positive
The Trilogy - Definitive Edition,0.0,0.0,2.0,Positive
"The Trilogy - The Definitive Edition
https://t.co/LTGI2uRlUf",0.0,0.0,1.0,Positive
The Trilogy Definitive Edition,0.0,0.0,1.0,Positive
The UK Games Fund,0.0,0.0,1.0,Positive
"The US Court of Appeals, Apple",0.0,0.0,1.0,Positive
"The US Patent and Trademark Office, Sony",0.0,0.0,1.0,Positive
The US Securities and Exchange Commission,0.0,0.0,1.0,Positive
The VG247 Gear List,0.0,0.0,2.0,Positive
The WD Blue SN550,0.0,0.0,1.0,Positive
The WD Blue SN570,0.0,0.0,1.0,Positive
The Wheel of Time,0.0,0.0,2.0,Positive
"The Wheel of Time, Amazon",1.0,0.0,0.0,Intermediate
The Wheel of Time’s,0.0,0.0,1.0,Positive
The White House,2.0,0.0,0.0,Intermediate
"The White Lotus, The Underground Railroad",0.0,0.0,1.0,Positive
"The Wild Update, Caves &",0.0,0.0,1.0,Positive
The Witch Queen,0.0,3.0,0.0,Negative
The Witch Queen's,0.0,1.0,0.0,Negative
"The Witch Queen, Bungie",0.0,1.0,0.0,Negative
The Witch Queen’s,0.0,2.0,0.0,Negative
The Witch Queen’s Hive Guardians,0.0,1.0,0.0,Negative
The Witcher’s Geralt,1.0,0.0,0.0,Intermediate
The World Ends With,0.0,0.0,2.0,Positive
The World Ends With You,0.0,0.0,2.0,Positive
The World Ends with You,1.0,0.0,0.0,Intermediate
The Worst Person,0.0,1.0,0.0,Negative
"The Zelda Game &, Watch",1.0,0.0,0.0,Intermediate
"TheAscent, PlayStation, ESRB",2.0,0.0,0.0,Intermediate
TheGunk,1.0,0.0,0.0,Intermediate
TheHaunting,0.0,2.0,0.0,Negative
TheHunter,0.0,0.0,1.0,Positive
TheInvincible,0.0,1.0,0.0,Negative
"TheInvincible, https://t.co/3xfkkqvutI",0.0,1.0,0.0,Negative
TheLastOfUs TV,1.0,0.0,0.0,Intermediate
TheMatrix,0.0,0.0,2.0,Positive
TheMedium,1.0,0.0,0.0,Intermediate
TheWaylanders,0.0,1.0,0.0,Negative
TheWitcher,1.0,0.0,0.0,Intermediate
Thelma &,0.0,0.0,1.0,Positive
"Them, Fightin' Herds, Maximum Games",2.0,0.0,0.0,Intermediate
"They Are Billions, Final Fantasy Tactics",0.0,1.0,0.0,Negative
Thieves,0.0,1.0,0.0,Negative
Thieves Collection,0.0,1.0,0.0,Negative
"Thieves, Naughty Dog, Uncharted 4's",0.0,1.0,0.0,Negative
Thirdverse,2.0,0.0,0.0,Intermediate
This American Life,1.0,0.0,0.0,Intermediate
Thrones,1.0,0.0,1.0,Intermediate
"Thrones, House",0.0,1.0,0.0,Negative
Thunderful,1.0,0.0,0.0,Intermediate
TiMi,2.0,0.0,0.0,Intermediate
"TiMi Studios Group, Team Kaiju",2.0,0.0,0.0,Intermediate
"TickSmith, Quickly Launch Data",1.0,0.0,0.0,Intermediate
Tight Spaces,1.0,0.0,1.0,Intermediate
"Tight Spaces, Xbox",0.0,1.0,0.0,Negative
TikTok,4.0,1.0,0.0,Intermediate
"TikTok, ByteDance",0.0,0.0,1.0,Positive
"TikTok, https://t.co/CP3AFTih37",1.0,0.0,0.0,Intermediate
TikTokable,1.0,0.0,0.0,Intermediate
"TikToker, FPS, https://t.co/0ayotgJTZr",0.0,1.0,0.0,Negative
"TikToker, Shrek",0.0,0.0,1.0,Positive
TikTokers,1.0,0.0,0.0,Intermediate
"TikTokers, DIY",1.0,0.0,0.0,Intermediate
Tilt Five,1.0,0.0,0.0,Intermediate
Tilting Point,3.0,0.0,0.0,Intermediate
"Tilting Point, Huya, SpongeBob",2.0,0.0,0.0,Intermediate
"Tilting Point, WhaleApp",1.0,0.0,0.0,Intermediate
"Tilting Point, WhaleApp, Hidden Hotel",2.0,0.0,0.0,Intermediate
Timberborn,1.0,0.0,0.0,Intermediate
Time,3.0,0.0,1.0,Intermediate
Time Magazine,0.0,0.0,1.0,Positive
"Time Magazine, MLK",1.0,0.0,0.0,Intermediate
"Time Magazine, MLK, Fortnite",1.0,0.0,0.0,Intermediate
"Time Magazine, MLK, Fortnite
https://t.co/wvr6DdqO62",1.0,0.0,0.0,Intermediate
"Time, @NVIDIAGTC, https://t.co/yKdgysiAtQ &amp",0.0,0.0,1.0,Positive
"Time, GDC",1.0,0.0,0.0,Intermediate
"Time, IGN, PlayStation",0.0,0.0,1.0,Positive
"Time, NASA, Tesla",0.0,0.0,1.0,Positive
"Time, VGC",0.0,0.0,1.0,Positive
TimeSplitters,0.0,0.0,2.0,Positive
"TimeSplitters, Free Radical",0.0,0.0,1.0,Positive
Times,1.0,0.0,0.0,Intermediate
Timex,0.0,1.0,0.0,Negative
Timi,1.0,0.0,0.0,Intermediate
"Timi, Xbox Game Studios",1.0,0.0,0.0,Intermediate
Timothée Chalamet’s Dune,1.0,0.0,0.0,Intermediate
"Timothée Chalamet’s, Dune, https://t.co/PxSN5ug418",0.0,0.0,1.0,Positive
Tiny,2.0,1.0,0.0,Intermediate
Tiny Tina's,2.0,0.0,0.0,Intermediate
"Tiny Tina's, Borderlands",1.0,0.0,0.0,Intermediate
"Tiny Tina's, Borderlands 2 DLC",2.0,0.0,0.0,Intermediate
"Tiny Tina's, Dragon Keep",0.0,1.0,0.0,Negative
"Tiny Tina's, IGN First",0.0,0.0,1.0,Positive
"Tiny Tina's, PlayStation Plus",0.0,2.0,0.0,Negative
Tiny Tina’s,1.0,1.0,0.0,Intermediate
"Tiny Tina’s Assault, Dragon Keep",0.0,1.0,0.0,Negative
"Tiny, Travels",0.0,1.0,0.0,Negative
TinyBuild,6.0,2.0,0.0,Intermediate
"TinyBuild, IPO",1.0,0.0,0.0,Intermediate
"TinyBuild, QA, Red Cerberus",0.0,1.0,0.0,Negative
"TinyBuild, RPG, QA",0.0,1.0,0.0,Negative
TinyCircuits,1.0,0.0,0.0,Intermediate
"Tinybuild, Deadside",0.0,4.0,0.0,Negative
Tinykin,0.0,0.0,1.0,Positive
Tiplay,0.0,0.0,1.0,Positive
"Titan Quest, Desperados 3",0.0,0.0,1.0,Positive
"Titan Quest, Eternal Embers",1.0,0.0,0.0,Intermediate
Titanfall,0.0,0.0,1.0,Positive
Tobey Maguire,1.0,0.0,1.0,Intermediate
Tobey Maguire's,1.0,0.0,0.0,Intermediate
"Tobey Maguire's, Spider-Man, IGN, Spider-Man",0.0,0.0,1.0,Positive
Toby Fox,1.0,0.0,0.0,Intermediate
ToeJam &,0.0,0.0,1.0,Positive
"ToeJam &, Sword of Vermilion, Thunder Force II",0.0,0.0,1.0,Positive
Toge Game Fund Initiative,1.0,0.0,0.0,Intermediate
"Tokyo Godfathers, https://t.co/jmBkJkoC0j",1.0,1.0,0.0,Intermediate
Tomb Raider,0.0,1.0,0.0,Negative
"Tomb Raider, Ascension, Ico",0.0,1.0,0.0,Negative
"Tomb Raider, Crystal Dynamics",0.0,1.0,0.0,Negative
Tombs,0.0,0.0,1.0,Positive
Tombs of the Fallen,0.0,0.0,1.0,Positive
Tones,1.0,0.0,0.0,Intermediate
Tool-Assistance,0.0,1.0,0.0,Negative
"Toph, The Last Airbender, Nickelodeon All-Star Brawl",2.0,0.0,0.0,Intermediate
"TorrentFreak, WandaVision, Falcon, the Winter Soldier",0.0,1.0,0.0,Negative
Toshiba,1.0,3.0,0.0,Negative
TotalWar,0.0,0.0,1.0,Positive
Totoro,0.0,1.0,0.0,Negative
"Touryst, PlayStation",1.0,0.0,0.0,Intermediate
Townbuilder,1.0,0.0,0.0,Intermediate
Townscaper,1.0,0.0,5.0,Positive
Toya,0.0,0.0,2.0,Positive
Trackmania - https://t.co/7cBWVZvqtc https://t.co/EbMsT8ZYdw,1.0,0.0,0.0,Intermediate
"TrailerFarm, Atomhawk",0.0,0.0,1.0,Positive
"Trailmix, Love &",0.0,0.0,2.0,Positive
Trans Jeopardy,1.0,0.0,1.0,Intermediate
Trans Lifeline,1.0,0.0,0.0,Intermediate
Travels,2.0,0.0,0.0,Intermediate
Treasury,0.0,0.0,1.0,Positive
Trek,1.0,1.0,3.0,Positive
"Trek, Kurosawa",1.0,0.0,0.0,Intermediate
"Trek, TrekToYomi",1.0,0.0,0.0,Intermediate
Trial Week,0.0,0.0,1.0,Positive
Trials of Osiris,0.0,1.0,1.0,Negative
Triangle #Strategy,1.0,0.0,0.0,Intermediate
Triangle Strategy,3.0,0.0,0.0,Intermediate
Tributary Games,3.0,0.0,0.0,Intermediate
Triceratops,0.0,0.0,1.0,Positive
Trick,0.0,0.0,1.0,Positive
Trigger Happy Havoc,1.0,0.0,0.0,Intermediate
Trilogy,0.0,1.0,3.0,Positive
Trilogy Definitive Edition,2.0,0.0,0.0,Intermediate
"Trilogy, Metacritic",1.0,0.0,0.0,Intermediate
"Trinity, Matrix Reloaded, Trinity, Resurrections",0.0,0.0,1.0,Positive
Tripwire Interactive,1.0,0.0,0.0,Intermediate
"Troll, Super Mario Bros.",0.0,0.0,1.0,Positive
Tron,0.0,2.0,0.0,Negative
Trovo,0.0,0.0,2.0,Positive
Tunche,1.0,0.0,0.0,Intermediate
"Turbo Overkill, Doom 2 Total Chaos",1.0,0.0,0.0,Intermediate
TurboDuo,1.0,0.0,0.0,Intermediate
"TurboOverkill, FPS",1.0,0.0,0.0,Intermediate
Turtle Rock,0.0,1.0,0.0,Negative
Turtle Rock Studios,0.0,2.0,0.0,Negative
"Turtle, TMNT",0.0,0.0,1.0,Positive
Tux And Fanny,0.0,0.0,1.0,Positive
TwelveMinutes,1.0,0.0,0.0,Intermediate
Twenty One Pilots,2.0,0.0,0.0,Intermediate
Twisted Metal,0.0,1.0,0.0,Negative
Twisted Metal TV,1.0,0.0,0.0,Intermediate
"Twisted Metal, Sony",2.0,0.0,0.0,Intermediate
"Twisted Metal, VGC",1.0,1.0,0.0,Intermediate
"Twisted-Wonderland, Disney",0.0,2.0,0.0,Negative
Twitch,1.0,0.0,0.0,Intermediate
TwitchCon,1.0,0.0,0.0,Intermediate
Twitter,1.0,5.0,4.0,Negative
Twitter - https://t.co/tJsgGmUBZS,1.0,0.0,0.0,Intermediate
"Twitter, &amp",0.0,1.0,0.0,Negative
"Twitter, Nintendo",1.0,0.0,0.0,Intermediate
Tycoon,0.0,0.0,1.0,Positive
Typhlosion,0.0,0.0,1.0,Positive
"Typhoon Studios, Google, Google, Stadia",0.0,0.0,1.0,Positive
"Typhoon Studios, Google, Stadia Games and Entertainment",0.0,0.0,1.0,Positive
U-Boot,0.0,1.0,0.0,Negative
U.S Copyright Office,2.0,0.0,0.0,Intermediate
U.S. Government,1.0,0.0,0.0,Intermediate
"U.S. State Treasurers, ActivisionBlizzard",0.0,1.0,0.0,Negative
"UFC 4, PlayStation Plus",0.0,1.0,0.0,Negative
UFL,0.0,0.0,1.0,Positive
"UFL, @UFLgame, IGN",0.0,1.0,0.0,Negative
"UFL, FIFA",0.0,0.0,1.0,Positive
"UGC, mafia",1.0,0.0,0.0,Intermediate
UI,1.0,2.0,2.0,Negative
"UI &, UI &",0.0,0.0,1.0,Positive
UI/UX,0.0,0.0,1.0,Positive
"UK Annual Sales Report, FIFA, Call of Duty",1.0,0.0,0.0,Intermediate
UK Games Fund,1.0,0.0,2.0,Positive
"UK Games Talent, OBE, SpecialEffect, MBE",0.0,0.0,1.0,Positive
UKCharts,1.0,0.0,0.0,Intermediate
UKIE,2.0,1.0,0.0,Intermediate
"UKIE, BAFTA",1.0,0.0,0.0,Intermediate
"UKIE, OBE",1.0,0.0,0.0,Intermediate
"UKIE, https://t.co/H7QAWK0jZU",1.0,0.0,0.0,Intermediate
UN,0.0,0.0,2.0,Positive
"UPL, Mutant Night",0.0,1.0,0.0,Negative
US Annual Report,1.0,0.0,0.0,Intermediate
USA Basketball,1.0,0.0,0.0,Intermediate
USB,1.0,0.0,0.0,Intermediate
Ubisoft,14.0,14.0,3.0,Intermediate
Ubisoft Forward,1.0,0.0,0.0,Intermediate
"Ubisoft Forward, Rainbow Six Quarantine, Far Cry 6",0.0,1.0,0.0,Negative
Ubisoft Montreal,1.0,1.0,0.0,Intermediate
"Ubisoft Montreal, https://t.co/VwglikdCMw https://t.co/VCDTJDqFaB",1.0,0.0,0.0,Intermediate
"Ubisoft Reflections, Creative Assembly, Playtonic, Register",0.0,0.0,1.0,Positive
Ubisoft Singapore,2.0,0.0,1.0,Intermediate
"Ubisoft Singapore, TAFEP",2.0,0.0,0.0,Intermediate
Ubisoft Toronto,1.0,0.0,0.0,Intermediate
"Ubisoft Toronto, @jeffgrubb",1.0,0.0,0.0,Intermediate
"Ubisoft Toronto, Far Cry 6 #",0.0,1.0,0.0,Negative
"Ubisoft Toronto, Snowdrop",1.0,0.0,0.0,Intermediate
Ubisoft Toronto’s,0.0,0.0,1.0,Positive
"Ubisoft, AAA",2.0,0.0,0.0,Intermediate
"Ubisoft, Amazon, Gearbox and Tencent",0.0,0.0,1.0,Positive
"Ubisoft, CCO",0.0,2.0,1.0,Negative
"Ubisoft, Digital Schoolhouse",0.0,0.0,1.0,Positive
"Ubisoft, Elite Squad",1.0,0.0,0.0,Intermediate
"Ubisoft, Far Cry 6",0.0,1.0,0.0,Negative
"Ubisoft, Hyper Scape'",0.0,0.0,1.0,Positive
"Ubisoft, IPs",0.0,0.0,1.0,Positive
"Ubisoft, NFT",2.0,1.0,0.0,Intermediate
"Ubisoft, NFT, Quartz",2.0,0.0,0.0,Intermediate
"Ubisoft, Riders Republic",0.0,0.0,1.0,Positive
"Ubisoft, TAFEP",0.0,1.0,0.0,Negative
Ukie,0.0,0.0,1.0,Positive
"Ulf Hartelius, Beyond Good &amp",0.0,0.0,1.0,Positive
Ultimate,6.0,0.0,6.0,Intermediate
Ultimate #Marvel,0.0,1.0,0.0,Negative
Ultimate Audio Bang,0.0,1.0,0.0,Negative
"Ultimate Audio Bang, Warzone, Apex Legends, Overwatch, Valorant",0.0,0.0,1.0,Positive
Ultimate Meatloaf Quest,1.0,0.0,0.0,Intermediate
Ultimate Rivals: The Court,2.0,0.0,0.0,Intermediate
Ultimate Summer Camp,0.0,1.0,0.0,Negative
Ultimate Team,0.0,0.0,1.0,Positive
"Ultimate, Sonic",1.0,0.0,0.0,Intermediate
"Ultimate, Switch",0.0,1.0,0.0,Negative
"Ultimate, XP",0.0,0.0,1.0,Positive
"Ultimate, https://t.co/i1sPI0fRun",1.0,0.0,0.0,Intermediate
Ultra Deluxe Edition,0.0,2.0,0.0,Negative
Ultramarines,1.0,0.0,0.0,Intermediate
Umurangi Generation,0.0,0.0,3.0,Positive
"Umurangi Generation and Hades, IGF",0.0,0.0,1.0,Positive
Uncharted,6.0,7.0,6.0,Negative
"Uncharted, Marvel",0.0,0.0,4.0,Positive
"Uncharted, Marvel, Skydance",0.0,0.0,1.0,Positive
"Uncharted, Marvel, Skydance New Media",0.0,0.0,1.0,Positive
"Uncharted, Pokemon Legends Arceus",0.0,1.0,0.0,Negative
"Uncharted, Sony",2.0,0.0,0.0,Intermediate
"Uncharted, Spider-Man: Homecoming",1.0,0.0,1.0,Intermediate
"Uncharted, Thieves",0.0,1.0,0.0,Negative
"Uncharted, https://t.co/hizvXGFPLn",0.0,1.0,0.0,Negative
"Uncharted, https://t.co/qZMMjguYsR https://t.co/HagQfsE1fT",1.0,0.0,0.0,Intermediate
"Uncharted, https://t.co/uR4W7DKNKn https://t.co/J2wqGVKCr2",1.0,0.0,0.0,Intermediate
UnchartedMovie,6.0,0.0,0.0,Intermediate
Uncle Iroh,1.0,0.0,0.0,Intermediate
Undead Labs,2.0,0.0,0.0,Intermediate
"Undead Labs, ArenaNet",0.0,0.0,2.0,Positive
"Undead Labs, Possibility Space",5.0,0.0,0.0,Intermediate
"UndeadLabs, PossibilitySpace https://t.co/5UTQEsArZK",1.0,0.0,0.0,Intermediate
Undertale,1.0,0.0,5.0,Positive
Undertale’s ‘Megalovania,0.0,1.0,0.0,Negative
"Undungeon, RPG, https://t.co/QS23MuOS1",0.0,1.0,0.0,Negative
Unfinished 'Halo Infinite',1.0,0.0,0.0,Intermediate
Unforgivable,1.0,1.0,0.0,Intermediate
Unilever,1.0,0.0,0.0,Intermediate
"Unique Network, NFT, UN",2.0,0.0,0.0,Intermediate
Unique Weapons,0.0,1.0,0.0,Negative
United Esports and Dfinity Foundation,0.0,0.0,1.0,Positive
"United Nations, NFT",0.0,1.0,0.0,Negative
"United Talent Agency, UTA, UTA Acquisition",0.0,0.0,1.0,Positive
"United Talent, SPAC",0.0,0.0,1.0,Positive
Unity,4.0,2.0,3.0,Intermediate
Unity (Sponsored,0.0,0.0,3.0,Positive
Unity Creators,0.0,0.0,1.0,Positive
Unity's Felix The,0.0,0.0,1.0,Positive
"Unity, Social Impact Division",0.0,0.0,1.0,Positive
Universal Pictures,0.0,1.0,0.0,Negative
Universal Studios Japan,0.0,0.0,1.0,Positive
"Universal Studios Japan, Super Nintendo World",0.0,0.0,1.0,Positive
"Universal Studios Japan, The Pokémon Company",1.0,0.0,0.0,Intermediate
"Universal Studios Japan, The Pokémon Company, Pokémon",0.0,0.0,1.0,Positive
"Universal Studios Japan, https://t.co/02XeWs8Oc1",1.0,0.0,0.0,Intermediate
Universal Studios',0.0,0.0,1.0,Positive
"Universal Studios, Pokémon",1.0,0.0,0.0,Intermediate
"Universe, Netflix, Sony",1.0,0.0,0.0,Intermediate
Unlimited Potential,0.0,0.0,1.0,Positive
Unlock,2.0,0.0,0.0,Intermediate
"Unown, Pokémon Legends Arceus",1.0,0.0,0.0,Intermediate
"Unpacking - @Wrenegadey, https://t.co/OQFK1eRGnk",0.0,0.0,1.0,Positive
Unreal,0.0,2.0,1.0,Negative
